from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
8101768,8101768,2,300,,
8101769,8101769,2,300,,
8101771,8101771,2,300,,
8101774,8101774,2,300,,
8101776,8101776,2,300,,
8101778,8101778,2,300,,
8101781,8101781,2,300,,
8101783,8101783,2,300,,
8101784,8101784,2,300,,
8101785,8101785,2,300,,
8101787,8101787,2,300,,
8101788,8101788,2,300,,
8101789,8101789,2,300,,
8101791,8101791,2,300,,
8101792,8101792,2,300,,
8101793,8101793,2,300,,
8101794,8101794,2,300,,
8101795,8101795,2,300,,
8101796,8101796,2,300,,
8101797,8101797,2,300,,
8101803,8101803,2,300,,
8101804,8101804,2,300,,
8101806,8101806,2,300,,
8101810,8101810,2,120,,
8101818,8101818,2,300,,
8101819,8101819,2,300,,
8101820,8101820,2,300,,
8101822,8101822,2,300,,
8101825,8101825,2,300,,
8101826,8101826,2,300,,
8101829,8101829,2,300,,
8101833,8101833,2,300,,
8101837,8101837,2,300,,
8101841,8101841,2,300,,
8101845,8101845,2,300,,
8101851,8101851,2,300,,
8101852,8101852,2,300,,
8101853,8101853,2,300,,
8101857,8101857,2,300,,
8101858,8101858,2,300,,
8101863,8101863,2,300,,
8101870,8101870,2,300,,
8101871,8101871,2,300,,
8101877,8101877,2,300,,
8101898,8101898,2,300,,
8101917,8101917,2,300,,
8101918,8101918,2,300,,
8101934,8101934,2,300,,
8101935,8101935,2,300,,
8101937,8101937,2,300,,
8101946,8101946,2,300,,
8101947,8101947,2,300,,
8101950,8101950,2,300,,
8101955,8101955,2,300,,
8101973,8101973,2,300,,
8101974,8101974,2,300,,
8101975,8101975,2,300,,
8101988,8101988,2,300,,
8101990,8101990,2,300,,
8102006,8102006,2,300,,
8102007,8102007,2,300,,
8102009,8102009,2,300,,
8102015,8102015,2,300,,
8102016,8102016,2,300,,
8102017,8102017,2,300,,
8102042,8102042,2,300,,
8102045,8102045,2,300,,
8102046,8102046,2,300,,
8102047,8102047,2,300,,
8102048,8102048,2,300,,
8102049,8102049,2,300,,
8102050,8102050,2,300,,
8102052,8102052,2,300,,
8102053,8102053,2,300,,
8102054,8102054,2,300,,
8102055,8102055,2,300,,
8102056,8102056,2,300,,
8102057,8102057,2,300,,
8102058,8102058,2,300,,
8102059,8102059,2,300,,
8102062,8102062,2,300,,
8102063,8102063,2,300,,
8102068,8102068,2,300,,
8102105,8102105,2,300,,
8102149,8102149,2,300,,
8102888,8102888,2,180,,
8103000,8103000,2,360,,
8103174,8103174,2,300,,
8103487,8103487,2,300,,
8103490,8103490,2,300,,
8103644,8103644,2,300,,
8103842,8103842,2,300,,
8104229,8104229,2,300,,
8105979,8105979,2,300,,
8105982,8105982,2,300,,
8198449,8198449,2,300,,
8300076,8300076,2,600,,
8300077,8300077,2,600,,
8300084,8300084,2,600,,
8300089,8300089,2,300,,
8300092,8300092,2,600,,
8300093,8300093,2,600,,
8300094,8300094,2,600,,
8300097,8300097,2,120,,
8300101,8300101,2,600,,
8300104,8300104,2,600,,
8300114,8300114,2,120,,
8300120,8300120,2,600,,
8300157,8300157,2,600,,
8300217,8300217,2,600,,
8300263,8300263,2,900,,
8301251,8301251,2,600,,
8303915,8303915,2,600,,
8303941,8303941,2,300,,
8503000,8503000,2,420,,
8506314,8506314,2,180,,
8509404,8509404,2,240,,
8100042,8100042,2,1800,1,6458
8100042,8100042,2,1800,1,6459
8100042,8100042,2,1800,3,6474
8100042,8100042,2,1800,3,6475
8100090,8100090,2,180,6136,4611
8100147,8100147,2,5400,14,1446
8100147,8100147,2,5400,14,1447
8100147,8100147,2,5400,14,6557
8100147,8100147,2,5400,14,3346
8100147,8100147,2,5400,14,6607
8100147,8100147,2,5400,14,6608
8100032,8100032,2,1800,15,1494
8100032,8100032,2,1800,15,5965
8100032,8100032,2,1800,15,5967
8100514,8100514,2,300,33,6622
8100514,8100514,2,300,33,6623
8100514,8100514,2,300,34,6622
8100514,8100514,2,300,34,6623
8100514,8100514,2,300,33,6658
8100514,8100514,2,300,33,6659
8100514,8100514,2,300,34,6658
8100514,8100514,2,300,34,6659
8100514,8100514,2,240,33,6044
8100514,8100514,2,240,34,6044
8100099,8100099,2,180,44,5774
8100099,8100099,2,180,44,5775
8100099,8100099,2,180,45,5774
8100099,8100099,2,180,45,5775
8100002,8100002,2,240,49,5198
8100002,8100002,2,240,50,5198
8100044,8100044,2,240,53,5276
8100044,8100044,2,240,53,5277
8100002,8100002,2,240,56,5218
8100002,8100002,2,240,63,5772
8100002,8100002,2,240,63,5773
8100044,8100044,2,240,66,6101
8100044,8100044,2,240,66,6102
8100002,8100002,2,240,67,5776
8100002,8100002,2,240,73,5778
8100002,8100002,2,240,74,5778
8100044,8100044,2,240,78,5739
8100044,8100044,2,240,78,5740
8100002,8100002,2,240,79,5781
8100002,8100002,2,240,80,5781
8100044,8100044,2,240,83,6095
8100044,8100044,2,240,83,6096
8100044,8100044,2,240,85,6095
8100044,8100044,2,240,85,6096
8100002,8100002,2,240,88,5783
8100044,8100044,2,240,91,5787
8100044,8100044,2,240,91,5788
8100099,8100099,2,180,95,5774
8100099,8100099,2,180,95,5775
8100099,8100099,2,180,96,5774
8100099,8100099,2,180,96,5775
8100044,8100044,2,240,97,5791
8100044,8100044,2,240,97,7083
8100082,8100082,2,180,100,5053
8100032,8100032,2,180,118,3765
8100032,8100032,2,180,119,3765
8100044,8100044,2,240,154,5701
8100044,8100044,2,240,154,5702
8100044,8100044,2,240,155,5701
8100044,8100044,2,240,155,5702
8100008,8100008,2,1200,194,6622
8100008,8100008,2,1200,194,6623
8100008,8100008,2,1200,194,6658
8100008,8100008,2,1200,194,6659
8100008,8100008,2,1200,194,6044
8100014,8100014,2,120,202,4816
8100014,8100014,2,120,202,4817
8100071,8100071,2,180,206,444
8100032,8100032,2,180,206,7299
8100032,8100032,2,180,206,7300
8100032,8100032,2,180,207,7299
8100032,8100032,2,180,207,7300
8100071,8100071,2,180,213,3700
8100071,8100071,2,180,230,3705
8100071,8100071,2,180,233,3705
8100071,8100071,2,180,240,3707
8100071,8100071,2,180,243,3707
8100071,8100071,2,180,250,3709
8100071,8100071,2,180,253,3709
8100071,8100071,2,180,260,3712
8100071,8100071,2,180,263,3712
8100071,8100071,2,180,270,3715
8100071,8100071,2,180,272,3715
8100008,8100008,2,180,373,5756
8100008,8100008,2,180,373,5757
8100071,8100071,2,180,439,3764
8100173,8100173,2,180,445,7196
8100493,8100493,2,120,1009,5273
8100203,8100203,2,120,1016,2241
8100203,8100203,2,120,1022,999
8100493,8100493,2,120,1033,7404
8100493,8100493,2,120,1033,7406
8100493,8100493,2,120,1055,4901
8100203,8100203,2,120,1066,1012
8100493,8100493,2,120,1077,5330
8100203,8100203,2,120,1088,1023
8100008,8100008,2,180,1097,446
8100203,8100203,2,120,1102,1031
8100203,8100203,2,120,1111,1005
8100203,8100203,2,120,1130,1040
8100203,8100203,2,120,1144,1045
8100203,8100203,2,120,1154,1049
8100203,8100203,2,120,1154,1092
8100203,8100203,2,120,1161,1053
8100203,8100203,2,120,1166,1058
8100203,8100203,2,120,1166,1090
8100203,8100203,2,120,1174,1062
8100203,8100203,2,120,1176,1067
8100203,8100203,2,120,1178,1071
8100203,8100203,2,120,1181,1075
8100203,8100203,2,120,1201,1036
8100147,8100147,2,5400,5965,5957
8100447,8100447,2,120,1738,447
8100447,8100447,2,120,1740,449
8100447,8100447,2,120,1742,451
8100447,8100447,2,120,1744,496
8100447,8100447,2,120,1744,497
8100447,8100447,2,120,1746,453
8100447,8100447,2,120,1749,500
8100447,8100447,2,120,1749,501
8100447,8100447,2,120,1751,456
8100447,8100447,2,120,1753,587
8100447,8100447,2,120,1755,458
8100447,8100447,2,120,1757,589
8100447,8100447,2,120,1759,460
8100447,8100447,2,120,1761,591
8100447,8100447,2,120,1763,462
8100447,8100447,2,120,1765,594
8100447,8100447,2,120,1767,464
8100447,8100447,2,120,1769,596
8100447,8100447,2,120,1771,467
8100447,8100447,2,120,1773,598
8100447,8100447,2,120,1775,469
8100447,8100447,2,120,1777,600
8100447,8100447,2,120,1779,471
8100447,8100447,2,120,1781,503
8100447,8100447,2,120,1781,504
8100447,8100447,2,120,1783,473
8100447,8100447,2,120,1785,507
8100447,8100447,2,120,1785,508
8100447,8100447,2,120,1787,475
8100447,8100447,2,120,1789,511
8100447,8100447,2,120,1789,512
8100447,8100447,2,120,1791,477
8100447,8100447,2,120,1793,516
8100447,8100447,2,120,1793,517
8100447,8100447,2,120,1795,479
8100447,8100447,2,120,1797,520
8100447,8100447,2,120,1797,521
8100447,8100447,2,120,1799,482
8100447,8100447,2,120,1801,524
8100447,8100447,2,120,1801,525
8100447,8100447,2,120,1803,484
8100447,8100447,2,120,1805,603
8100447,8100447,2,120,1807,486
8100447,8100447,2,120,1809,605
8100447,8100447,2,120,1811,488
8100447,8100447,2,120,1815,490
8100099,8100099,2,180,6539,50
8100002,8100002,2,240,6539,51
8100295,8100295,2,1800,2233,4901
8100295,8100295,2,1800,2233,4902
8100203,8100203,2,120,2276,1024
8100264,8100264,2,120,2277,4993
8100264,8100264,2,120,2279,4997
8100264,8100264,2,120,2280,5000
8100264,8100264,2,120,2281,5004
8100264,8100264,2,120,2282,5007
8100202,8100202,2,1800,2282,1219
8100264,8100264,2,120,2283,5009
8100264,8100264,2,120,2284,5012
8100014,8100014,2,120,2851,4477
8100014,8100014,2,120,2853,4478
8100014,8100014,2,120,2855,5276
8100014,8100014,2,120,2855,5277
8100014,8100014,2,120,2857,5111
8100014,8100014,2,120,2859,5130
8100014,8100014,2,120,2861,5529
8100014,8100014,2,120,2863,5551
8100014,8100014,2,120,2864,5551
8100014,8100014,2,120,2868,5554
8100014,8100014,2,120,2870,5588
8100014,8100014,2,120,2874,5779
8100014,8100014,2,120,2876,6786
8100014,8100014,2,120,2876,6787
8100014,8100014,2,120,2878,6798
8100014,8100014,2,120,2878,6799
8103000,8103000,2,240,6569,4340
8100002,8100002,2,240,6574,6186
8100002,8100002,2,240,6574,6187
8100012,8100012,2,180,7264,5868
8100012,8100012,2,180,7265,5868
8100032,8100032,2,180,3330,208
8100032,8100032,2,180,3331,208
8100032,8100032,2,180,3336,3763
8100032,8100032,2,180,3337,3763
8100147,8100147,2,5400,6605,5957
8103000,8103000,2,240,6609,4340
8100147,8100147,2,240,6611,3641
8100002,8100002,2,1800,6622,3696
8100002,8100002,2,1800,6623,3696
8100514,8100514,2,300,6625,35
8100082,8100082,2,180,3428,5978
8100082,8100082,2,180,3428,5987
8100082,8100082,2,180,3442,5030
8100082,8100082,2,180,3446,5033
8100082,8100082,2,180,3447,5980
8100082,8100082,2,180,7347,5035
8100082,8100082,2,180,7348,5035
8100173,8100173,2,180,3451,3359
8100082,8100082,2,180,3458,5037
8100082,8100082,2,180,3464,5988
8100082,8100082,2,180,3466,5042
8100173,8100173,2,180,3467,3378
8100082,8100082,2,180,3478,5046
8100082,8100082,2,180,3485,5033
8100074,8100074,2,180,3495,209
8100074,8100074,2,180,3495,210
8100074,8100074,2,180,3496,209
8100074,8100074,2,180,3496,210
8100147,8100147,2,180,3501,3604
8100147,8100147,2,180,3501,3605
8100147,8100147,2,180,3501,3606
8100147,8100147,2,180,3502,3604
8100147,8100147,2,180,3502,3605
8100147,8100147,2,180,3502,3606
8100147,8100147,2,180,3503,3604
8100147,8100147,2,180,3503,3605
8100147,8100147,2,180,3503,3606
8100092,8100092,2,180,3554,3549
8100092,8100092,2,180,3561,3556
8100108,8100108,2,180,3696,4225
8100013,8100013,2,1800,3697,6625
8100013,8100013,2,1800,3697,6661
8100013,8100013,2,1800,3697,6662
8100013,8100013,2,1800,3697,6982
8100002,8100002,2,1800,3697,6625
8100002,8100002,2,1800,3697,6661
8100002,8100002,2,1800,3697,6662
8100002,8100002,2,1800,3697,6982
8100085,8100085,2,180,3731,6108
8100085,8100085,2,180,3731,6109
8100085,8100085,2,180,3731,6110
8100085,8100085,2,180,3731,6111
8100085,8100085,2,180,3731,6113
8100071,8100071,2,180,3759,3698
8100071,8100071,2,180,3761,3698
8100032,8100032,2,180,3762,3322
8100032,8100032,2,180,3776,3348
8100032,8100032,2,180,3776,3349
8100032,8100032,2,180,3776,3350
8100032,8100032,2,180,3777,3348
8100032,8100032,2,180,3777,3349
8100032,8100032,2,180,3777,3350
8100002,8100002,2,1800,6658,3696
8100002,8100002,2,1800,6659,3696
8100514,8100514,2,300,6661,35
8100514,8100514,2,300,6662,35
8100099,8100099,2,180,4027,5651
8100099,8100099,2,180,7210,5651
8100099,8100099,2,180,7211,5651
8100099,8100099,2,180,4029,5777
8100099,8100099,2,180,4031,5779
8100099,8100099,2,180,4031,5780
8100099,8100099,2,180,7216,4618
8100099,8100099,2,180,7217,4618
8100099,8100099,2,180,4035,5782
8100099,8100099,2,180,4036,5784
8100099,8100099,2,180,4037,5784
8100017,8100017,2,120,4050,2950
8100099,8100099,2,180,4079,4022
8100099,8100099,2,180,4080,4022
8100099,8100099,2,180,4119,4049
8100044,8100044,2,240,4140,6108
8100044,8100044,2,240,4140,6109
8100044,8100044,2,240,4140,6110
8100044,8100044,2,240,4140,6111
8100044,8100044,2,240,4140,6112
8100108,8100108,2,180,7227,4087
8100108,8100108,2,180,7228,4087
8100108,8100108,2,180,6840,5649
8100108,8100108,2,180,6841,5649
8100108,8100108,2,180,6842,5649
8100108,8100108,2,180,7229,5649
8100108,8100108,2,180,7230,5649
8100108,8100108,2,180,4188,5774
8100108,8100108,2,180,4188,5775
8100108,8100108,2,180,4189,5774
8100108,8100108,2,180,4189,5775
8100108,8100108,2,180,6843,5774
8100108,8100108,2,180,6843,5775
8100108,8100108,2,180,7231,5774
8100108,8100108,2,180,7231,5775
8100108,8100108,2,180,7232,5774
8100108,8100108,2,180,7232,5775
8100108,8100108,2,180,4190,4229
8100108,8100108,2,180,4190,4230
8100108,8100108,2,180,4190,6848
8100108,8100108,2,180,4191,4229
8100108,8100108,2,180,4191,4230
8100108,8100108,2,180,4191,6848
8103000,8103000,2,300,4318,5235
8103000,8103000,2,300,4318,5236
8103000,8103000,2,300,4318,5237
8100108,8100108,2,180,4322,321
8100108,8100108,2,180,4323,321
8100108,8100108,2,180,6853,321
8100108,8100108,2,180,4324,4618
8100108,8100108,2,180,4325,4618
8100108,8100108,2,180,6854,4618
8100108,8100108,2,180,7233,4618
8100108,8100108,2,180,7234,4618
8100108,8100108,2,180,4326,4683
8100108,8100108,2,180,4326,4685
8100108,8100108,2,180,4327,4683
8100108,8100108,2,180,4327,4685
8100108,8100108,2,180,6855,4683
8100108,8100108,2,180,6855,4685
8100108,8100108,2,180,7237,4683
8100108,8100108,2,180,7237,4685
8100108,8100108,2,180,7238,4683
8100108,8100108,2,180,7238,4685
8100108,8100108,2,180,4344,5777
8100108,8100108,2,180,4345,5777
8100108,8100108,2,180,4352,5779
8100108,8100108,2,180,4352,5780
8100108,8100108,2,180,4353,5779
8100108,8100108,2,180,4353,5780
8100108,8100108,2,180,4354,5782
8100108,8100108,2,180,4355,5782
8100108,8100108,2,180,4356,4641
8100108,8100108,2,180,4356,4642
8100108,8100108,2,180,4357,4641
8100108,8100108,2,180,4357,4642
8100108,8100108,2,180,6856,4641
8100108,8100108,2,180,6856,4642
8100108,8100108,2,180,7243,4641
8100108,8100108,2,180,7243,4642
8100108,8100108,2,180,7244,4641
8100108,8100108,2,180,7244,4642
8100108,8100108,2,180,4359,5784
8100108,8100108,2,180,4360,5784
8100108,8100108,2,180,4361,5207
8100108,8100108,2,180,4362,5207
8100108,8100108,2,180,7366,5207
8100108,8100108,2,180,7367,5207
8100108,8100108,2,180,4361,5652
8100108,8100108,2,180,4361,5653
8100108,8100108,2,180,4362,5652
8100108,8100108,2,180,4362,5653
8100108,8100108,2,180,7366,5652
8100108,8100108,2,180,7366,5653
8100108,8100108,2,180,7367,5652
8100108,8100108,2,180,7367,5653
8100108,8100108,2,180,4364,5225
8100108,8100108,2,180,4365,5225
8103000,8103000,2,300,4368,26
8103000,8103000,2,300,4368,27
8103000,8103000,2,300,4368,28
8100099,8100099,2,180,4376,4019
8100099,8100099,2,180,4380,97
8100009,8100009,2,120,4403,4947
8103000,8103000,2,240,4408,6091
8103000,8103000,2,240,4429,7005
8103000,8103000,2,240,4477,7008
8100197,8100197,2,180,4489,4740
8100197,8100197,2,180,4490,4740
8100197,8100197,2,180,4491,4742
8100197,8100197,2,180,4493,4742
8100197,8100197,2,180,4497,4741
8100197,8100197,2,180,4498,4741
8100197,8100197,2,180,4557,4746
8100197,8100197,2,180,4565,4747
8100090,8100090,2,180,4587,5777
8100090,8100090,2,180,4590,5779
8100090,8100090,2,180,4590,5780
8100090,8100090,2,180,4595,5782
8100090,8100090,2,180,4597,5784
8100090,8100090,2,180,4604,5207
8100090,8100090,2,180,4604,5652
8100090,8100090,2,180,4604,5653
8100090,8100090,2,180,4611,6136
8100090,8100090,2,180,4615,5233
8100108,8100108,2,180,4624,6210
8100108,8100108,2,180,4624,6211
8100197,8100197,2,180,4644,4739
8100197,8100197,2,180,6000,4502
8100197,8100197,2,180,6000,4503
8100197,8100197,2,180,6002,4552
8100197,8100197,2,180,6003,4557
8100197,8100197,2,180,6004,4560
8100197,8100197,2,180,6004,4561
8100197,8100197,2,180,6005,4568
8100044,8100044,2,240,4863,6210
8100044,8100044,2,240,4863,6211
8100264,8100264,2,120,4896,2232
8100264,8100264,2,120,4898,2234
8100264,8100264,2,120,4901,2241
8100264,8100264,2,120,4902,2241
8100264,8100264,2,120,4905,2243
8100264,8100264,2,120,4907,2244
8100264,8100264,2,120,4908,2247
8100264,8100264,2,120,4909,2249
8100264,8100264,2,120,4910,2251
8100264,8100264,2,120,4911,2253
8100264,8100264,2,120,4912,2255
8100264,8100264,2,120,4915,2257
8100264,8100264,2,120,4915,2258
8100264,8100264,2,120,4919,2260
8100295,8100295,2,1800,4920,4997
8100264,8100264,2,120,4923,2263
8100264,8100264,2,120,4927,2267
8100264,8100264,2,120,4928,2269
8100264,8100264,2,120,4929,2271
8100264,8100264,2,120,4930,2273
8100264,8100264,2,120,4932,2278
8100264,8100264,2,120,4981,2243
8100264,8100264,2,120,4983,2276
8100277,8100277,2,180,4985,5287
8100277,8100277,2,180,4987,5291
8100277,8100277,2,180,4989,5295
8100264,8100264,2,120,4994,2261
8100277,8100277,2,180,4996,5301
8100264,8100264,2,120,5001,2265
8100277,8100277,2,180,5003,5309
8100277,8100277,2,180,5008,5315
8100277,8100277,2,180,5018,5283
8103000,8103000,2,300,5019,5784
8100082,8100082,2,180,5032,3453
8100082,8100082,2,180,5034,3457
8100082,8100082,2,180,5036,3465
8100082,8100082,2,180,5038,3469
8100082,8100082,2,180,5038,5982
8100082,8100082,2,180,5039,5982
8100082,8100082,2,180,5040,5982
8100032,8100032,2,1800,5041,16
8103000,8103000,2,240,5094,6089
8103000,8103000,2,240,5111,7030
8103000,8103000,2,240,5130,6576
8100090,8100090,2,180,5198,4599
8100090,8100090,2,180,5198,4600
8100002,8100002,2,240,5207,89
8100008,8100008,2,1200,5209,147
8100008,8100008,2,1200,5209,148
8100008,8100008,2,1200,5209,4605
8100008,8100008,2,1200,5213,6213
8100008,8100008,2,1200,5213,4662
8100090,8100090,2,180,5218,4607
8100008,8100008,2,1200,5222,3371
8100008,8100008,2,1200,5222,6667
8100008,8100008,2,1200,5222,6668
8100008,8100008,2,1200,5225,5223
8100090,8100090,2,180,5232,4591
8100108,8100108,2,180,5234,4194
8100108,8100108,2,180,5234,4195
8101643,8101643,2,120,5244,5227
8101643,8101643,2,120,7542,5227
8101643,8101643,2,120,7543,5227
8100008,8100008,2,1200,5262,6977
8100008,8100008,2,1200,5262,5783
8101643,8101643,2,60,7390,5209
8101643,8101643,2,60,7391,5209
8101643,8101643,2,60,7392,5211
8101643,8101643,2,60,7393,5211
8101643,8101643,2,60,7394,5213
8101643,8101643,2,60,7395,5213
8101643,8101643,2,60,7396,5215
8101643,8101643,2,60,7397,5215
8101643,8101643,2,60,7398,5217
8101643,8101643,2,60,7399,5217
8101643,8101643,2,60,7400,5220
8101643,8101643,2,60,7401,5220
8101643,8101643,2,60,7402,5222
8101643,8101643,2,60,7403,5222
8100493,8100493,2,120,5275,1055
8103000,8103000,2,240,5276,6423
8103000,8103000,2,240,5276,6424
8103000,8103000,2,240,5277,6423
8103000,8103000,2,240,5277,6424
8100493,8100493,2,120,5281,1111
8100493,8100493,2,120,5283,1141
8100493,8100493,2,120,5287,1146
8100493,8100493,2,120,5291,1152
8100493,8100493,2,120,5295,1160
8100493,8100493,2,120,5301,1163
8100493,8100493,2,120,5303,1144
8100493,8100493,2,120,5303,1145
8100493,8100493,2,120,5311,1161
8100493,8100493,2,120,5311,1162
8100493,8100493,2,120,5315,1169
8100493,8100493,2,120,5315,1170
8100044,8100044,2,240,5324,86
8100493,8100493,2,120,5329,1077
8100002,8100002,2,1800,6044,3696
8100514,8100514,2,240,6982,35
8103000,8103000,2,240,5529,6087
8100514,8100514,2,1800,5529,16
8103000,8103000,2,240,5551,6580
8100514,8100514,2,1800,5554,14
8103000,8103000,2,240,5588,6621
8103000,8103000,2,240,5588,6655
8103000,8103000,2,240,5648,1446
8103000,8103000,2,240,5648,3346
8103000,8103000,2,240,5652,6621
8103000,8103000,2,240,5653,6621
8103000,8103000,2,240,5652,6655
8103000,8103000,2,240,5653,6655
8100002,8100002,2,240,5652,89
8100002,8100002,2,240,5653,89
8103000,8103000,2,240,5739,6582
8103000,8103000,2,240,5740,6582
8103000,8103000,2,240,5752,6981
8100197,8100197,2,180,5772,4745
8100197,8100197,2,180,5773,4745
8100090,8100090,2,180,5772,4612
8100090,8100090,2,180,5773,4612
8100002,8100002,2,240,5774,59
8100002,8100002,2,240,5775,59
8100090,8100090,2,180,5776,4614
8100002,8100002,2,240,5777,64
8100090,8100090,2,180,5778,5714
8100002,8100002,2,240,5779,68
8100002,8100002,2,240,5780,68
8100090,8100090,2,180,5781,5722
8100002,8100002,2,240,5782,76
8100514,8100514,2,1800,5784,1446
8100514,8100514,2,1800,5784,3346
8100002,8100002,2,240,5784,81
8100044,8100044,2,240,5785,47
8100044,8100044,2,240,7080,47
8100044,8100044,2,240,5789,54
8100008,8100008,2,180,5868,5753
8100008,8100008,2,180,5868,5754
